F	chi1_3K	chi1_10K	chi1_15K	chi1_20K	chi1_25K	chi2_3K	chi2_10K	chi2_15K	chi2_20K	chi2_25K
0.22323438	0	-0.000766985	1.69E-05	0.00147179	-0.000244043	0	0.00130847	0.00157218	0.00173396	0.00492377
0.22506417	0	-0.000785867	3.41E-06	0.00142831	-0.000319074	0	0.00127443	0.00155387	0.00174676	0.00490167
0.22689396	0	-0.000802658	-1.00E-05	0.00138568	-0.000393342	0	0.00124095	0.00153505	0.00175765	0.0048763
0.22872375	0	-0.000817363	-2.36E-05	0.00134375	-0.000466531	0	0.00120838	0.00151594	0.00176688	0.00484773
0.23055354	0	-0.000830304	-3.72E-05	0.00130252	-0.00053912	0	0.0011767	0.00149667	0.00177452	0.00481615
0.23238333	0	-0.000841325	-5.09E-05	0.00126198	-0.000610159	0	0.00114597	0.00147711	0.00178062	0.00478162
0.23421312	0	-0.000850907	-6.50E-05	0.00122215	-0.000680288	0	0.00111631	0.00145746	0.00178528	0.0047442
0.23604291	0	-0.000858895	-7.96E-05	0.00118269	-0.000749037	0	0.00108779	0.00143772	0.00178852	0.00470394
0.2378727	0.00E+00	-0.000865292	-9.39E-05	0.0011444	-0.000816096	-5.78E-19	0.00106044	0.00141794	0.00179044	0.00466101
0.23970249	0	-0.000870259	-0.000108761	0.00110665	-0.000881473	0	0.00103441	0.0013982	0.00179103	0.00461548
0.24153228	0.00E+00	-0.000874117	-0.000124367	0.00106943	-0.000945492	-5.78E-19	0.00100969	0.00137844	0.00179034	0.00456739
0.24336207	0	-0.000877027	-0.000140114	0.0010329	-0.00100753	0	0.000986315	0.00135868	0.00178831	0.00451676
0.24519186	0.00E+00	-0.000878832	-0.000156478	0.000996903	-0.00106743	5.77E-19	0.000964264	0.00133893	0.00178494	0.0044637
0.24702165	0	-0.00087985	-0.000173304	0.000961746	-0.00112537	0	0.000943591	0.00131919	0.00178025	0.00440826
0.24885144	0	-0.000880082	-0.00019075	0.000927111	-0.00118119	0	0.000924297	0.00129945	0.00177416	0.00435044
0.25068123	0	-0.000879847	-0.000208818	0.000893314	-0.00123443	0	0.000906417	0.00127967	0.00176673	0.00429047
0.25251102	0	-0.000879144	-0.00022735	0.000859873	-0.00128525	0	0.000889909	0.00125984	0.00175788	0.00422832
0.25434081	0	-0.000878131	-0.000246507	0.00082774	-0.00133319	0	0.00087478	0.00123987	0.00174754	0.00416402
0.2561706	0	-0.000877127	-0.000266447	0.000795957	-0.00137872	0	0.000861077	0.00121986	0.00173584	0.00409779
0.25800039	0	-0.000875812	-0.000286697	0.000765315	-0.00142092	0	0.000848657	0.00119959	0.00172267	0.00402965
0.25983018	0	-0.00087482	-0.00030789	0.000735336	-0.00146056	0	0.000837616	0.00117915	0.00170801	0.0039597
0.26165997	0	-0.000873834	-0.000329236	0.000706491	-0.00149657	0	0.000827746	0.00115836	0.00169191	0.00388806
0.26348976	0	-0.000873011	-0.000351054	0.00067846	-0.00152956	0	0.000819093	0.00113725	0.00167437	0.00381487
0.26531955	0	-0.000872825	-0.000373343	0.000651558	-0.00155908	0	0.000811701	0.0011158	0.00165545	0.00374026
0.26714934	0	-0.000872959	-0.000395947	0.000625939	-0.00158513	0	0.000805374	0.00109389	0.0016351	0.00366427
0.26897913	0	-0.000873727	-0.000418867	0.000601126	-0.00160787	0	0.000800156	0.00107152	0.00161351	0.00358722
0.27080892	0	-0.000874971	-0.000441788	0.000577748	-0.00162684	0	0.000795883	0.00104865	0.00159062	0.00350907
0.27263871	0	-0.000877007	-0.000465028	0.000555329	-0.00164219	0	0.000792623	0.00102524	0.00156659	0.0034301
0.2744685	0	-0.000879676	-0.000488114	0.000534658	-0.00165378	0	0.000790224	0.00100126	0.00154147	0.00335044
0.27629829	0	-0.000883451	-0.000511048	0.000514939	-0.00166177	0	0.00078863	0.000976712	0.00151539	0.00327018
0.27812808	0.00E+00	-0.000887541	-0.000533515	0.000497121	-0.00166585	5.76E-19	0.000787748	0.000951494	0.00148838	0.00318953
0.27995787	0	-0.000892738	-0.000555834	0.000480251	-0.00166648	0	0.000787503	0.000925691	0.00146066	0.00310867
0.28178766	0	-0.000898724	-0.000577533	0.000465118	-0.0016629	0	0.00078785	0.000899252	0.00143232	0.00302772
0.28361745	0	-0.000905341	-0.000598298	0.000451563	-0.00165574	0	0.000788753	0.000872258	0.00140348	0.00294692
0.28544724	0	-0.000912749	-0.000618605	0.000439425	-0.00164499	0	0.000789993	0.000844611	0.00137431	0.00286637
0.28727703	0	-0.000921105	-0.000637824	0.00042886	-0.00163019	0	0.000791622	0.000816451	0.00134498	0.00278626
0.28910682	0.00E+00	-0.000930411	-0.000655958	0.00041971	-0.00161229	-1.15E-18	0.000793466	0.000787743	0.00131561	0.00270676
0.29093661	0.00E+00	-0.000940035	-0.000672852	0.00041229	-0.00159034	-1.15E-18	0.000795493	0.000758499	0.00128636	0.00262806
0.2927664	0.00E+00	-0.000950453	-0.000688505	0.000406599	-0.00156498	1.15E-18	0.000797642	0.00072892	0.00125746	0.00255038
0.29459619	0	-0.000961982	-0.00070308	0.000401846	-0.00153668	0	0.000799744	0.000698909	0.001229	0.00247372
0.29642598	0	-0.000973519	-0.000715787	0.000399137	-0.00150482	0	0.000801809	0.000668649	0.00120119	0.00239843
0.29825577	0	-0.000985854	-0.000726943	0.000397525	-0.00146969	0	0.000803681	0.000638109	0.00117416	0.00232461
0.30008556	0	-0.000998674	-0.000736392	0.000397485	-0.00143147	0	0.000805343	0.000607482	0.00114809	0.00225249
0.30191535	0	-0.00101182	-0.000744134	0.000398701	-0.00139063	0	0.000806664	0.000576857	0.00112316	0.00218219
0.30374514	0	-0.00102546	-0.000750011	0.000401174	-0.00134684	0	0.000807613	0.000546245	0.00109946	0.00211386
0.30557493	0	-0.00103912	-0.000754022	0.000404748	-0.00130057	0	0.000808129	0.000515895	0.00107718	0.00204775
0.30740472	0	-0.00105311	-0.000756009	0.000409425	-0.00125199	0	0.000808037	0.000485738	0.00105636	0.00198392
0.30923451	0	-0.00106712	-0.000756128	0.000415206	-0.00120108	0	0.000807407	0.000456051	0.00103718	0.00192261
0.3110643	0	-0.00108116	-0.000754377	0.000421619	-0.00114816	0	0.000806089	0.000426893	0.00101969	0.00186392
0.31289409	0	-0.00109507	-0.000750754	0.000428982	-0.00109369	0	0.000804047	0.000398298	0.00100397	0.00180798
0.31472388	0.00E+00	-0.00110901	-0.000745255	0.000436664	-0.00103783	-2.30E-18	0.000801255	0.000370509	0.000990055	0.00175493
0.31655367	0.00E+00	-0.0011225	-0.000737878	0.000444983	-0.000980727	-2.30E-18	0.00079767	0.000343542	0.00097799	0.00170489
0.31838346	0	-0.0011357	-0.00072862	0.000453783	-0.000922218	0	0.000793184	0.000317541	0.000967756	0.0016579
0.32021325	0.00E+00	-0.00114847	-0.000717792	0.000462431	-0.000863562	2.30E-18	0.000787853	0.0002926	0.000959373	0.00161408
0.32204304	0	-0.0011608	-0.00070555	0.000471404	-0.00080412	0	0.000781652	0.000268806	0.000952801	0.00157349
0.32387283	0	-0.00117252	-0.000691572	0.000480226	-0.000744519	0	0.0007745	0.000246187	0.000947931	0.00153614
0.32570262	0	-0.00118365	-0.000676489	0.000488739	-0.00068507	0	0.000766444	0.00022488	0.000944734	0.0015021
0.32753241	0	-0.00119403	-0.000660137	0.000497101	-0.000625927	0	0.000757449	0.000204886	0.000943048	0.00147127
0.3293622	0	-0.0012038	-0.000642674	0.000505153	-0.000567401	0	0.000747502	0.000186204	0.000942824	0.00144371
0.33119199	0	-0.00121266	-0.000624252	0.000512578	-0.000509648	0	0.000736732	0.000168937	0.000943905	0.00141939
0.33302178	0	-0.00122045	-0.000605028	0.000519689	-0.000452665	0	0.000725041	0.00015303	0.000946122	0.00139824
0.33485157	0	-0.00122763	-0.000585158	0.000526168	-0.000397241	0	0.000712519	0.000138464	0.000949346	0.00138014
0.33668136	0	-0.00123358	-0.000564797	0.000532014	-0.000343058	0	0.000699187	0.000125295	0.000953435	0.00136511
0.33851115	0	-0.00123844	-0.000543946	0.000537541	-0.000290115	0	0.000685033	0.000113368	0.000958185	0.00135294
0.34034094	0	-0.0012427	-0.000523078	0.00054227	-0.000239204	0	0.000670211	0.00010269	0.000963483	0.00134361
0.34217073	0	-0.00124556	-0.000501716	0.000546518	-1.90E-04	0	0.00065466	9.32E-05	0.000969188	0.001337
0.34400052	0	-0.00124765	-0.000480495	0.000550123	-1.43E-04	0	0.000638522	8.48E-05	0.000975133	0.00133301
0.34583031	0	-0.00124849	-0.000459256	0.000553241	-9.74E-05	0	0.000621803	7.74E-05	0.000981228	0.00133151
0.3476601	0	-0.00124872	-0.000438476	0.00055587	-5.43E-05	0	0.000604577	7.10E-05	0.000987276	0.00133239
0.34948989	0	-0.00124753	-0.00041752	0.000558167	-1.31E-05	0	0.000586895	6.54E-05	0.000993269	0.00133552
0.35131968	0	-0.00124541	-0.000396865	0.000560291	2.61E-05	0	0.000568842	6.06E-05	0.000999102	0.00134079
0.35314947	0	-0.0012425	-0.00037667	0.000561762	6.27E-05	0	0.000550466	5.64E-05	0.00100469	0.00134813
0.35497926	0	-0.00123849	-0.000356779	0.000563215	9.73E-05	0	0.000531838	5.28E-05	0.00100997	0.00135741
0.35680905	0	-0.00123354	-0.000337034	0.000564491	1.30E-04	0	0.000512973	4.97E-05	0.00101494	0.00136849
0.35863884	0	-0.00122779	-0.000317751	0.000565748	1.60E-04	0	0.000494028	4.70E-05	0.00101962	0.00138138
0.36046863	0	-0.0012211	-0.000298776	0.000566827	1.89E-04	0	0.000474989	4.46E-05	0.00102389	0.00139582
0.36229842	0	-0.00121361	-0.000280109	0.000567887	2.15E-04	0	0.000455901	4.25E-05	0.00102788	0.00141182
0.36412821	0	-0.00120532	-0.00026175	0.000568927	2.39E-04	0	0.000436842	4.06E-05	0.00103151	0.0014292
0.365958	0	-0.00119623	-0.000243541	0.000569949	2.60E-04	0	0.000417888	3.89E-05	0.00103486	0.00144793
0.36778779	0	-0.0011865	-0.000225642	0.000570952	2.80E-04	0	0.000399072	3.73E-05	0.00103795	0.00146785
0.36961758	0	-0.00117613	-0.000208055	0.00057162	2.98E-04	0	0.000380421	3.57E-05	0.00104084	0.00148888
0.37144737	0	-0.00116495	-0.000190301	0.000572589	3.13E-04	0	0.000362059	3.43E-05	0.00104356	0.00151093
0.37327716	0	-0.00115344	-0.000172859	0.000573223	3.27E-04	0	0.00034393	3.28E-05	0.0010461	0.0015338
0.37510695	0	-0.00114128	-0.00015557	0.000573682	3.38E-04	0	0.000326138	3.15E-05	0.00104855	0.00155737
0.37693674	0	-0.00112831	-0.000137958	0.000574126	3.48E-04	0	0.000308693	3.02E-05	0.00105095	0.00158161
0.37876653	0	-0.001115	-0.000120657	0.000574236	3.55E-04	0	0.000291647	2.89E-05	0.00105328	0.00160627
0.38059632	0	-0.0011012	-0.000103352	0.000573855	3.61E-04	0	0.000275018	2.77E-05	0.00105555	0.00163124
0.38242611	0	-0.00108706	-8.59E-05	0.000573302	3.65E-04	0	0.00025888	2.66E-05	0.00105783	0.00165637
0.3842559	0	-0.00107258	-6.86E-05	0.000572099	3.67E-04	0	0.000243196	2.56E-05	0.00106008	0.00168153
0.38608569	0	-0.0010576	-5.12E-05	0.000570406	3.67E-04	0	0.000228011	2.48E-05	0.00106234	0.00170655
0.38791548	0	-0.00104229	-3.39E-05	0.000568223	3.65E-04	0	0.000213389	2.41E-05	0.00106453	0.00173126
0.38974527	0	-0.00102679	-1.64E-05	0.000565233	3.62E-04	0	0.000199281	2.36E-05	0.0010667	0.00175549
0.39157506	0	-0.00101096	1.06E-06	0.000561913	3.56E-04	0	0.000185724	2.33E-05	0.00106876	0.00177912
0.39340485	0	-0.00099462	1.84E-05	0.000557788	3.50E-04	0	0.00017276	2.33E-05	0.00107075	0.00180198
0.39523464	0	-0.000978423	3.56E-05	0.000552857	3.42E-04	0	0.000160331	2.34E-05	0.00107256	0.0018239
0.39706443	0	-0.000961887	5.29E-05	0.000547281	3.32E-04	0	0.000148545	2.39E-05	0.00107424	0.00184482
0.39889422	0	-0.000945172	7.00E-05	0.0005409	3.21E-04	0	0.000137255	2.46E-05	0.00107567	0.00186449
0.40072401	0	-0.000928438	8.67E-05	0.000533876	3.09E-04	0	0.000126571	2.57E-05	0.00107688	0.00188289
0.4025538	0	-0.000911527	0.000103384	0.00052605	2.96E-04	0	0.000116415	2.70E-05	0.00107776	0.00189984
0.40438359	0	-0.00089444	0.000119623	0.000517583	2.82E-04	0	0.000106846	2.86E-05	0.00107835	0.00191525
0.40621338	0	-8.77E-04	0.000135702	0.000508474	2.67E-04	0	9.78E-05	3.06E-05	0.00107853	0.00192907
0.40804317	0	-8.61E-04	0.000151145	0.000498727	2.50E-04	0	8.93E-05	3.28E-05	0.00107833	0.00194117
0.40987296	0	-8.43E-04	0.000166429	0.000488501	2.34E-04	0	8.12E-05	3.53E-05	0.00107772	0.00195151
0.41170275	0.00E+00	-8.26E-04	0.000180915	0.000477637	2.16E-04	-2.31E-18	7.36E-05	3.81E-05	0.0010766	0.00196002
0.41353254	0.00E+00	-8.10E-04	0.000195083	0.000466456	1.98E-04	-2.31E-18	6.65E-05	4.12E-05	0.00107501	0.00196669
0.41536233	0	-7.93E-04	0.000208613	0.0004548	1.80E-04	0	5.98E-05	4.45E-05	0.00107293	0.00197147
0.41719212	0	-7.76E-04	0.000221664	0.000442987	1.61E-04	0	5.34E-05	4.80E-05	0.00107033	0.00197441
0.41902191	0.00E+00	-7.59E-04	0.000234076	0.000431019	1.42E-04	2.31E-18	4.75E-05	5.17E-05	0.00106721	0.00197545
0.4208517	0	-7.43E-04	0.000245692	0.000418579	1.23E-04	0	4.18E-05	5.57E-05	0.00106359	0.0019746
0.42268149	0.00E+00	-7.26E-04	0.000256669	0.000406303	1.04E-04	-2.31E-18	3.64E-05	5.98E-05	0.00105942	0.00197195
0.42451128	0	-7.10E-04	0.000267008	0.000394193	8.47E-05	0	3.13E-05	6.40E-05	0.00105474	0.00196746
0.42634107	0	-6.94E-04	0.00027655	0.00038193	6.55E-05	0	2.64E-05	6.83E-05	0.00104957	0.00196127
0.42817086	0.00E+00	-6.78E-04	0.000285136	0.000369834	4.67E-05	2.31E-18	2.17E-05	7.27E-05	0.00104392	0.00195339
0.43000065	0	-6.62E-04	0.000293244	0.000358064	2.82E-05	0	1.71E-05	7.72E-05	0.00103783	0.00194395
0.43183044	0	-6.47E-04	0.000300396	0.00034646	1.00E-05	0	1.27E-05	8.18E-05	0.00103127	0.00193296
0.43366023	0	-6.31E-04	0.000306911	0.000335342	-7.68E-06	0	8.39E-06	8.63E-05	0.00102436	0.00192057
0.43549002	0	-6.16E-04	0.000312789	0.000324709	-2.47E-05	0	4.12E-06	9.08E-05	0.00101707	0.00190688
0.43731981	0	-6.01E-04	0.000317713	0.000314402	-4.14E-05	0	-7.92E-08	9.53E-05	0.00100949	0.001892
0.4391496	0.00E+00	-5.86E-04	0.00032216	0.000304898	-5.75E-05	-2.31E-18	-4.26E-06	9.98E-05	0.00100163	0.00187604
0.44097939	0.00E+00	-5.71E-04	0.000325652	0.000295721	-7.29E-05	-2.31E-18	-8.43E-06	0.000104177	0.000993542	0.00185911
0.44280918	0.00E+00	-5.57E-04	0.000328668	0.000287345	-8.75E-05	2.31E-18	-1.26E-05	0.000108489	0.000985298	0.00184137
0.44463897	0.00E+00	-5.42E-04	0.000331208	0.000279772	-0.000101483	-2.31E-18	-1.68E-05	0.000112698	0.000976918	0.00182293
0.44646876	0.00E+00	-5.28E-04	0.000332794	0.000272525	-0.000114804	2.31E-18	-2.10E-05	0.000116766	0.000968487	0.00180393
0.44829855	0.00E+00	-5.14E-04	0.000333904	0.000266396	-0.000127321	2.31E-18	-2.53E-05	0.000120727	0.000960034	0.00178449
0.45012834	0	-5.00E-04	0.000334856	0.000260911	-0.000138877	0	-2.96E-05	0.000124555	0.00095163	0.00176476
0.45195813	0.00E+00	-4.86E-04	0.000335014	0.000255909	-0.000149788	-2.31E-18	-3.39E-05	0.000128231	0.000943348	0.00174487
0.45378792	0.00E+00	-4.72E-04	0.000334855	0.000252025	-0.000159897	2.31E-18	-3.82E-05	0.000131739	0.000935171	0.00172492
0.45561771	0.00E+00	-4.59E-04	0.000334539	0.000248941	-0.000169046	-2.31E-18	-4.26E-05	0.000135096	0.000927229	0.00170506
0.4574475	0	-4.45E-04	0.000333588	0.000246182	-0.000177709	0	-4.70E-05	0.000138312	0.000919558	0.00168545
0.45927729	0	-4.32E-04	0.000332479	0.000244382	-0.000185413	0	-5.14E-05	0.00014137	0.000912166	0.00166612
0.46110708	0.00E+00	-4.19E-04	0.00033137	0.000243381	-0.000192157	-2.31E-18	-5.58E-05	0.000144259	0.000905149	0.00164721
0.46293687	0	-4.05E-04	0.000329787	0.000242863	-0.000198734	0	-6.01E-05	0.00014704	0.000898545	0.00162886
0.46476666	0	-3.92E-04	0.000328521	0.000243144	-0.000204192	0	-6.44E-05	0.000149669	0.000892346	0.00161111
0.46659645	0.00E+00	-3.80E-04	0.000326939	0.000243749	-0.000209168	-2.31E-18	-6.86E-05	0.00015214	0.000886622	0.00159404
0.46842624	0.00E+00	-3.67E-04	0.000325358	0.000245312	-0.000213342	-2.31E-18	-7.27E-05	0.000154533	0.000881428	0.00157778
0.47025603	0.00E+00	-3.54E-04	0.000324095	0.00024704	-0.000217191	-2.31E-18	-7.67E-05	0.000156797	0.00087676	0.00156232
0.47208582	0	-3.42E-04	0.000322674	0.000249408	-0.00022024	0	-8.05E-05	0.000158983	0.000872629	0.00154775
0.47391561	0	-3.29E-04	0.00032173	0.000252258	-0.000222806	0	-8.41E-05	0.000161062	0.000869045	0.00153406
0.4757454	0.00E+00	-3.17E-04	0.000320628	0.000255431	-0.000225047	-2.31E-18	-8.75E-05	0.000163133	0.000866064	0.00152137
0.47757519	0	-3.06E-04	0.000319844	0.00025861	-0.000226804	0	-9.07E-05	0.000165159	0.000863689	0.00150962
0.47940498	0	-2.93E-04	0.000319537	0.000262429	-0.000227921	0	-9.36E-05	0.000167134	0.000861872	0.00149882
0.48123477	0.00E+00	-2.82E-04	0.000319232	0.000266094	-0.00022903	-2.31E-18	-9.63E-05	0.000169115	0.000860643	0.00148899
0.48306456	0	-2.71E-04	0.000319403	0.000270242	-0.000229656	0	-9.87E-05	0.000171125	0.000860005	0.00148013
0.48489435	0	-0.000259611	0.000319893	0.000274394	-0.000230117	0	-0.000100721	0.000173155	0.000859927	0.00147221
0.48672414	0	-0.000248843	0.000320542	0.000278394	-0.000230412	0	-0.000102443	0.000175245	0.000860394	0.00146519
0.48855393	0	-0.000238232	0.000321669	0.000282715	-0.000230226	0	-0.00010385	0.000177391	0.000861377	0.00145903
0.49038372	0.00E+00	-0.000227936	0.000323273	0.000287041	-0.000229875	-2.31E-18	-0.000104898	0.000179616	0.000862865	0.00145369
0.49221351	0	-0.000217955	0.000325037	0.000290897	-0.000229519	0	-0.000105535	0.000181955	0.00086486	0.00144916
0.4940433	0	-0.000208447	0.00032712	0.000295074	-0.000228999	0	-0.000105862	0.000184394	0.000867278	0.00144533
0.49587309	0	-0.000199254	0.000329521	0.000298779	-0.000228473	0	-0.000105815	0.000186968	0.000870142	0.0014422
0.49770288	0.00E+00	-0.000190216	0.0003324	0.000302489	-0.000227627	2.31E-18	-0.000105404	0.000189671	0.000873396	0.00143967
0.49953267	0	-0.00018181	0.000335281	0.000305884	-0.000226935	0	-0.000104638	0.000192496	0.000876986	0.00143767
0.50136246	0	-0.000173718	0.00033864	0.000309125	-0.000226082	0	-0.000103519	0.000195497	0.00088093	0.00143617
0.50319225	0	-0.000166098	0.000342	0.00031221	-0.000225225	0	-0.000102071	0.000198645	0.000885176	0.00143511
0.50502204	0	-0.000158952	0.000345679	0.000314981	-0.000224366	0	-0.00010028	0.000201944	0.000889659	0.0014344
0.50685183	0	-1.52E-04	0.000349678	0.000317437	-0.000223189	0	-9.82E-05	0.000205398	0.00089439	0.00143401
0.50868162	0	-1.46E-04	0.000353519	0.000319578	-0.000222327	0	-9.58E-05	0.000209011	0.000899301	0.00143385
0.51051141	0	-1.40E-04	0.00035768	0.000321404	-0.000221306	0	-9.32E-05	0.000212797	0.000904408	0.00143388
0.5123412	0	-1.35E-04	0.000362001	0.000322915	-0.000220443	0	-9.03E-05	0.000216713	0.000909635	0.00143406
0.51417099	0	-1.30E-04	0.000366324	0.000324268	-0.000219423	0	-8.72E-05	0.000220788	0.000914969	0.00143429
0.51600078	0.00E+00	-1.25E-04	0.000370331	0.000325304	-0.000218403	-2.31E-18	-8.39E-05	0.000224996	0.000920389	0.00143455
0.51783057	0	-1.21E-04	0.000374657	0.000326024	-0.000217384	0	-8.04E-05	0.000229336	0.000925857	0.0014348
0.51966036	0	-1.17E-04	0.000378825	0.000326427	-0.000216525	0	-7.68E-05	0.000233785	0.000931342	0.00143498
0.52149015	0	-1.14E-04	0.000382995	0.000326514	-0.000215511	0	-7.31E-05	0.000238348	0.000936845	0.00143506
0.52331994	0	-1.11E-04	0.000386691	0.000326282	-0.000214815	0	-6.94E-05	0.000243025	0.000942329	0.00143501
0.52514973	0	-1.09E-04	0.000390704	0.000325733	-0.000213964	0	-6.55E-05	0.000247786	0.000947778	0.00143479
0.52697952	0	-1.06E-04	0.000394243	0.000325024	-0.000213433	0	-6.17E-05	0.000252624	0.000953156	0.00143435
0.52880931	0.00E+00	-1.05E-04	0.000397782	0.000323998	-0.000212746	-2.31E-18	-5.78E-05	0.000257523	0.000958468	0.00143368
0.5306391	0.00E+00	-1.03E-04	0.000400846	0.000322494	-0.000212381	-2.31E-18	-5.40E-05	0.000262467	0.000963668	0.00143277
0.53246889	0	-1.02E-04	0.000403753	0.00032083	-0.000212019	0	-5.02E-05	0.000267475	0.000968769	0.00143157
0.53429868	0.00E+00	-1.01E-04	0.0004065	0.000318847	-0.000211978	2.31E-18	-4.65E-05	0.000272507	0.000973728	0.00143008
0.53612847	0.00E+00	-1.00E-04	0.000409089	0.000316863	-0.000211782	-2.31E-18	-4.28E-05	0.000277541	0.000978531	0.00142827
0.53795826	0.00E+00	-9.99E-05	0.000411203	0.0003144	-0.000212067	-2.31E-18	-3.94E-05	0.000282601	0.000983181	0.00142612
0.53978805	0	-9.97E-05	0.000412999	0.000311777	-0.000212514	0	-3.60E-05	0.000287661	0.000987661	0.00142365
0.54161784	0.00E+00	-9.95E-05	0.000414795	0.000308834	-0.000212965	-2.31E-18	-3.27E-05	0.000292706	0.000991941	0.0014208
0.54344763	0.00E+00	-9.95E-05	0.000416115	0.000305731	-0.000213579	2.31E-18	-2.97E-05	0.000297744	0.000996019	0.00141759
0.54527742	0	-9.95E-05	0.000417276	0.000302625	-0.000214515	0	-2.68E-05	0.00030275	0.000999894	0.00141404
0.54710721	0	-9.97E-05	0.000418119	0.000299199	-0.000215771	0	-2.40E-05	0.000307725	0.00100352	0.00141007
0.548937	0	-1.00E-04	0.000418645	0.000295612	-0.000217032	0	-2.15E-05	0.00031267	0.00100693	0.00140575
0.55076679	0	-1.00E-04	0.000419328	0.000292021	-0.000218773	0	-1.91E-05	0.000317579	0.00101007	0.00140103
0.55259658	0	-1.01E-04	0.000419219	0.000287953	-0.000220676	0	-1.69E-05	0.00032246	0.00101297	0.00139594
0.55442637	0.00E+00	-1.01E-04	0.000419267	0.000284199	-0.000222583	-2.31E-18	-1.49E-05	0.000327295	0.00101562	0.00139047
0.55625616	0	-1.01E-04	0.000418839	0.000280126	-0.00022481	0	-1.30E-05	0.000332093	0.001018	0.00138462
0.55808595	0	-1.01E-04	0.000418411	0.000276049	-0.000227358	0	-1.13E-05	0.000336866	0.0010201	0.00137842
0.55991574	0	-1.01E-04	0.000417824	0.000271812	-0.000229911	0	-9.77E-06	0.000341601	0.00102194	0.00137182
0.56174553	0	-1.02E-04	0.000417078	0.00026773	-0.000232783	0	-8.37E-06	0.000346308	0.0010235	0.00136492
0.56357532	0	-1.01E-04	0.000416332	0.000263804	-0.0002355	0	-7.12E-06	0.000350979	0.00102478	0.00135765
0.56540511	0	-1.02E-04	0.00041511	0.000259717	-0.000238537	0	-5.97E-06	0.000355638	0.00102578	0.00135008
0.5672349	0	-1.01E-04	0.000414205	0.000255945	-0.00024126	0	-4.94E-06	0.000360255	0.00102653	0.00134219
0.56906469	0	-1.01E-04	0.000412983	0.000252328	-0.000244303	0	-3.99E-06	0.000364881	0.00102701	0.00133403
0.57089448	0	-1.00E-04	0.00041192	0.00024871	-0.00024719	0	-3.11E-06	0.000369489	0.00102725	0.00132562
0.57272427	0	-9.98E-05	0.000410699	0.000245406	-0.00025008	0	-2.30E-06	0.000374096	0.00102723	0.00131697
0.57455406	0	-9.93E-05	0.00040932	0.0002421	-0.000252971	0	-1.51E-06	0.000378702	0.001027	0.00130813
0.57638385	0	-9.85E-05	0.000408099	0.000239109	-0.000255548	0	-7.58E-07	0.000383302	0.00102655	0.00129911
0.57821364	0	-9.75E-05	0.000406879	0.000236592	-0.000257969	0	-3.66E-09	0.000387913	0.00102591	0.00128996
0.58004343	0	-9.66E-05	0.000405501	0.000234389	-0.000260074	0	7.61E-07	0.000392538	0.00102506	0.00128069
0.58187322	0	-9.55E-05	0.000404282	0.000232343	-0.000262181	0	1.55E-06	0.00039716	0.00102407	0.00127137
0.58370301	0	-9.45E-05	0.000403222	0.000230613	-0.000263814	0	2.41E-06	0.000401814	0.00102298	0.00126204
0.5855328	0	-9.31E-05	0.000402163	0.000229357	-0.000264972	0	3.32E-06	0.000406483	0.00102174	0.00125271
0.58736259	0	-9.19E-05	0.000401105	0.000228574	-0.000265973	0	4.31E-06	0.000411145	0.00102041	0.00124343
0.58919238	0	-9.03E-05	0.000400047	0.000228108	-0.000266341	0	5.37E-06	0.000415835	0.00101902	0.00123426
0.59102217	0	-8.91E-05	0.000399148	0.000227957	-0.000266551	0	6.57E-06	0.000420543	0.0010176	0.00122523
0.59285196	0	-8.76E-05	0.00039825	0.000228281	-0.000266127	0	7.87E-06	0.000425252	0.00101617	0.00121639
0.59468175	0	-8.62E-05	0.00039751	0.000229237	-0.000265386	0	9.30E-06	0.000429972	0.00101474	0.00120777
0.59651154	0	-8.47E-05	0.000396613	0.000230193	-0.000264011	0	1.09E-05	0.000434706	0.00101337	0.00119942
0.59834133	0	-8.31E-05	0.000396032	0.000232099	-0.00026216	0	1.26E-05	0.000439416	0.00101206	0.00119137
0.60017112	0	-8.15E-05	0.000395294	0.000234005	-0.000259832	0	1.44E-05	0.000444143	0.00101083	0.00118366
0.60200091	0	-8.02E-05	0.000394555	0.000236386	-0.000257186	0	1.65E-05	0.000448856	0.00100973	0.00117633
0.6038307	0	-7.88E-05	0.000394133	0.000239243	-0.000253905	0	1.86E-05	0.000453521	0.00100874	0.00116941
0.60566049	0	-7.76E-05	0.000393236	0.000242258	-0.000250622	0	2.10E-05	0.000458196	0.00100793	0.00116295
0.60749028	0	-7.64E-05	0.000392813	0.000245748	-0.000246545	0	2.34E-05	0.000462809	0.00100727	0.00115692
0.60932007	0	-7.51E-05	0.000392389	0.000249555	-0.000241831	0	2.61E-05	0.00046739	0.00100681	0.00115138
0.61114986	0	-7.39E-05	0.000391806	0.000253363	-0.000237274	0	2.89E-05	0.000471918	0.00100654	0.00114633
0.61297965	0	-7.29E-05	0.000391223	0.000257489	-0.00023208	0	3.18E-05	0.000476394	0.00100647	0.0011418
0.61480944	0	-7.21E-05	0.000390638	0.000261615	-0.000226882	0	3.49E-05	0.000480794	0.00100662	0.00113778
0.61663923	0	-7.13E-05	0.000390052	0.000266216	-0.000221365	0	3.81E-05	0.000485114	0.00100697	0.00113426
0.61846902	0	-7.06E-05	0.000389305	0.00027066	-0.000215686	0	4.15E-05	0.000489346	0.00100753	0.00113125
